News Outlet,Date,Compound,Positive,Neutral,Negative,Tweet Count,Tweet Text
@CNN,Mon Apr 02 19:31:06 +0000 2018,0.0258,0.05,0.95,0.0,63,"Why Sinclair matters: The company is the largest owner of local TV stations in the US, and local news is Americans'… https://t.co/FtwlHH0iZH"
@CNN,Mon Apr 02 19:21:04 +0000 2018,-0.5106,0.0,0.784,0.216,64,Sinclair's fake-news zombies should terrify you | By David Rothkopf via @CNNOpinion https://t.co/rmEhwdbIdR https://t.co/G9vZz0YIQw
@CNN,Mon Apr 02 19:11:07 +0000 2018,-0.1027,0.0,0.903,0.097,65,A coal power company files for bankruptcy and asks President Trump for a bailout https://t.co/BHqry0OJUr https://t.co/qIhW9NhYgV
@CNN,Mon Apr 02 19:01:02 +0000 2018,-0.4939,0.0,0.781,0.219,66,"Critics are calling Sinclair's promos pro-Trump propaganda. Now the company is defending the initiative as a ""corpo… https://t.co/xPRM8RxI31"
@CNN,Mon Apr 02 18:50:06 +0000 2018,0.1027,0.128,0.68,0.192,67,"Inspired by the West Virginia strike in which teachers demanded and got a pay raise from state leaders, a wave of e… https://t.co/NiKcjUGle7"
@CNN,Mon Apr 02 18:40:10 +0000 2018,-0.2732,0.112,0.695,0.193,68,Pope Francis baptized a Nigerian migrant -- who shot to fame after confronting a thief on the streets of Rome -- as… https://t.co/RBaHosr7jD
@CNN,Mon Apr 02 18:30:03 +0000 2018,0.0,0.0,1.0,0.0,69,"Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Mandela, has… https://t.co/Ij5SXPaYsJ"
@CNN,Mon Apr 02 18:20:01 +0000 2018,0.6808,0.219,0.781,0.0,70,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/kp5FbvapRr
@CNN,Mon Apr 02 18:10:06 +0000 2018,0.7096,0.258,0.742,0.0,71,Special counsel Robert Mueller's office is defending an agreement it made with a Dutch lawyer tied to former Trump… https://t.co/BW9R1sfmFC
@CNN,Mon Apr 02 18:00:11 +0000 2018,0.0,0.0,1.0,0.0,72,These teens are marching 50 miles to Memphis -- one mile for each year since Martin Luther King Jr. was killed… https://t.co/sBWhnAmyYf
@CNN,Mon Apr 02 17:58:09 +0000 2018,0.2415,0.257,0.549,0.194,73,"RT @CNNnewsroom: Democratic Rep. John Delaney slams Trump's attacks on Amazon as ""very dangerous... It's clearly an attack on the free and…"
@CNN,Mon Apr 02 17:50:07 +0000 2018,-0.8555,0.0,0.615,0.385,74,"More than three dozen people suffered severe bleeding, and one died, related to synthetic cannabinoids, according t… https://t.co/xAgbYDh6Dh"
@CNN,Mon Apr 02 17:40:07 +0000 2018,0.0,0.0,1.0,0.0,75,Here's why Oklahoma teachers walked out today | Analysis by @CillizzaCNN https://t.co/6ntqk05KnJ https://t.co/3eoBIjAPaQ
@CNN,Mon Apr 02 17:30:17 +0000 2018,0.4019,0.197,0.803,0.0,76,"Marijuana legalization could help offset the opioid epidemic, studies find https://t.co/qulyDRslrm https://t.co/h8IzanZE3D"
@CNN,Mon Apr 02 17:20:06 +0000 2018,0.4215,0.177,0.823,0.0,77,China hits the United States with tariffs on $3 billion of exports https://t.co/nNT3krXSkn https://t.co/ioqEwtkFiQ
@CNN,Mon Apr 02 17:11:08 +0000 2018,0.0,0.0,1.0,0.0,78,White House confirms President Trump and Russian President Vladimir Putin discussed the possibility of meeting at t… https://t.co/EgQnltqxbh
@CNN,Mon Apr 02 17:02:09 +0000 2018,0.0,0.0,1.0,0.0,79,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/cCZRaFKWvj"
@CNN,Mon Apr 02 16:50:27 +0000 2018,-0.34,0.0,0.888,0.112,80,Democratic Rep. John Garamendi on President Trump's comments that Democrats are to blame for not having a deal on D… https://t.co/ZCA2WWv3Sc
@CNN,Mon Apr 02 16:40:03 +0000 2018,-0.5267,0.075,0.702,0.224,81,President Trump's attacks on Amazon are working. The company's stock sank 5% Monday after the President accused it… https://t.co/ExjxHHfLoF
@CNN,Mon Apr 02 16:33:36 +0000 2018,-0.5106,0.0,0.798,0.202,82,This ancient Chinese art was at risk of becoming obsolete. Here's how Dragon scale bookbinding is being resurrected… https://t.co/2sq6WpMqbA
@CNN,Mon Apr 02 16:23:01 +0000 2018,-0.875,0.0,0.63,0.37,83,"President Trump says ""our country is being stolen"" due to an influx of illegal immigration, blaming Democrats for w… https://t.co/6BEn0qGJaA"
@CNN,Mon Apr 02 16:11:06 +0000 2018,0.0,0.0,1.0,0.0,84,John Oliver compares Sinclair news anchors to “members of a brainwashed cult” https://t.co/X8xGi5jwad https://t.co/aRhiapjGCh
@CNN,Mon Apr 02 16:02:03 +0000 2018,0.2732,0.16,0.76,0.08,85,"RT @CNNnewsroom: ""Instead of finding logical sources for funding, they just want to cut and take away... Our kids deserve better"" says a Ke…"
@CNN,Mon Apr 02 16:01:31 +0000 2018,0.1779,0.119,0.793,0.088,86,Rescuers in Southern California spotted and freed a 13-year-old boy who was stuck in a maze of drainage pipes for a… https://t.co/BWqLvxe86t
@CNN,Mon Apr 02 15:59:09 +0000 2018,0.6369,0.318,0.682,0.0,87,The best travel photos of 2018 (so far) https://t.co/lhcuCYTYnn https://t.co/Qc11bBFpcg
@CNN,Mon Apr 02 15:55:48 +0000 2018,0.3818,0.148,0.852,0.0,88,RT @CNNMoney: McDonald's is tripling its tuition benefits because of the new tax law https://t.co/12QVVaIKVR https://t.co/7ljjVYO8qw
@CNN,Mon Apr 02 15:47:34 +0000 2018,0.4404,0.153,0.847,0.0,89,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/0LtHvSiV3b https://t.co/FlN4JhxTr5
@CNN,Mon Apr 02 15:37:15 +0000 2018,0.0,0.0,1.0,0.0,90,"RT @CNNnewsroom: ""We would much rather be in our classrooms teaching today. I would much rather be with my students but... I need to be her…"
@CNN,Mon Apr 02 15:35:34 +0000 2018,0.0,0.127,0.702,0.171,91,"Teachers in Oklahoma are walking out of school in protest, demanding better salaries and funding from lawmakers.

W… https://t.co/NAhcoZjFw8"
@CNN,Mon Apr 02 15:30:12 +0000 2018,-0.9217,0.0,0.563,0.437,92,A gun attack by the terror group Boko Haram in northeastern Nigeria on Sunday night left 18 people dead and wounded… https://t.co/Ty0jaG4CiN
@CNN,Mon Apr 02 15:23:36 +0000 2018,0.5267,0.195,0.805,0.0,93,Who stands to gain if President Trump pulls the US out of Syria? https://t.co/9eoSqIuDZ3 https://t.co/1DCTPj1pT9
@CNN,Mon Apr 02 15:11:08 +0000 2018,-0.0478,0.149,0.693,0.159,94,President Trump's latest dog whistle on immigration is more like a scream | Analysis by @CillizzaCNN… https://t.co/KG4262xGSB
@CNN,Mon Apr 02 15:03:56 +0000 2018,0.0,0.0,1.0,0.0,95,Teachers in Kentucky are walking off the job today and holding rallies at the state Capitol over pension changes… https://t.co/t4812bM1cU
@CNN,Mon Apr 02 14:55:17 +0000 2018,0.0,0.0,1.0,0.0,96,JUST IN: White House confirms President Trump and Russian President Vladimir Putin discussed the possibility of mee… https://t.co/B3bJx9FNol
@CNN,Mon Apr 02 14:50:07 +0000 2018,0.34,0.138,0.862,0.0,97,She was too short to play Goofy. Then she invented Spanx. Now she's a billionaire. https://t.co/8UBc6YV2IU https://t.co/Bh70SauZNt
@CNN,Mon Apr 02 14:43:10 +0000 2018,0.0,0.0,1.0,0.0,98,President Trump and first lady Melania Trump are hosting the 140th annual White House Easter Egg Roll… https://t.co/5T3U6IUatM
@CNN,Mon Apr 02 14:40:07 +0000 2018,-0.6705,0.053,0.676,0.271,99,Shulkin says he was fired. The White House said he resigned. Here's why it matters. https://t.co/GQctLkajaB https://t.co/3bOKk1Yc5t
@CNN,Mon Apr 02 14:34:00 +0000 2018,-0.4767,0.0,0.838,0.162,100,"Oklahoma teachers are rallying and walking out of classes, expressing frustration over funding and salaries.

Follo… https://t.co/thLk0QCQQ1"
@FoxNews,Tue Apr 03 01:38:44 +0000 2018,-0.8807,0.0,0.649,0.351,1,".@kimguilfoyle: “@POTUS didn’t kill DACA…I think the Democrats killed it, and people who were too entrenched in the… https://t.co/mx8ej8vv4P"
@FoxNews,Tue Apr 03 01:28:17 +0000 2018,-0.3818,0.0,0.843,0.157,2,Pregnant woman upset with Disney Cruise Line after family escorted out by armed officer https://t.co/KpN8sAJxhW
@FoxNews,Tue Apr 03 01:16:26 +0000 2018,0.0,0.0,1.0,0.0,3,".@SebGorka: “If we don’t have borders, the word ‘America’ ceases to have meaning.” #Hannity https://t.co/bqYRYJBjee"
@FoxNews,Tue Apr 03 01:10:49 +0000 2018,-0.5574,0.0,0.833,0.167,4,".@MarkSKrikorian: “If you’re an illegal immigrant, and walk up to our immigration inspector at a border, and say ‘H… https://t.co/Bay4PZjna0"
@FoxNews,Tue Apr 03 01:04:01 +0000 2018,0.0,0.0,1.0,0.0,5,"Mom deployed Taser on son to wake him up for church, court docs say https://t.co/77cv8CmPEQ"
@FoxNews,Tue Apr 03 00:54:38 +0000 2018,0.1027,0.158,0.707,0.136,6,Charles Barkley Blasts #Trump Supporters: They Won't Say 'My Life Sucks Because of Me' https://t.co/StltuqmgZF
@FoxNews,Tue Apr 03 00:42:24 +0000 2018,-0.5574,0.0,0.795,0.205,7,"Jill McCabe, wife of fired @FBI official Andrew McCabe, breaks silence on campaign money https://t.co/6ElU8SQqDt"
@FoxNews,Tue Apr 03 00:38:15 +0000 2018,0.0,0.0,1.0,0.0,8,"Paul Pitino: ""I don't think any human being deserves a statue...When you put up a [statue of a] human, you're alway… https://t.co/2ujRBodtQ9"
@FoxNews,Tue Apr 03 00:31:51 +0000 2018,-0.7184,0.0,0.714,0.286,9,'You Blame #Trump But Not Dems?': @marthamaccallum Debates Illegal Immigrant Who Worked on Wall Street   #TheStory https://t.co/7hBWpdQMDI
@FoxNews,Tue Apr 03 00:25:36 +0000 2018,0.0,0.0,1.0,0.0,10,".@JessicaV_CIS on migrant caravans heading to U.S.: ""We don't need to just sit back and stand by while people take… https://t.co/gVZ9oVXPRf"
@FoxNews,Tue Apr 03 00:20:16 +0000 2018,0.0772,0.071,0.929,0.0,11,".@JessicaV_CIS on migrant caravans heading to U.S.: ""It's a challenge to our sovereignty and the president needs to… https://t.co/uOqJtq72lR"
@FoxNews,Tue Apr 03 00:14:42 +0000 2018,0.0,0.0,1.0,0.0,12,"While at the @WhiteHouse annual Easter egg roll Monday, @EricTrump joined @foxandfriends to talk about the state of… https://t.co/QyZtg2Wai7"
@FoxNews,Tue Apr 03 00:01:21 +0000 2018,-0.128,0.0,0.842,0.158,13,.@panerabread data breach exposes customer records (via @FoxBusiness) https://t.co/L1sG8gnsZz
@FoxNews,Mon Apr 02 23:52:25 +0000 2018,-0.7906,0.0,0.562,0.438,14,"Hiker, 25, plunges to his death from dangerous Hawaii trail https://t.co/jnOC9xvQwO"
@FoxNews,Mon Apr 02 23:41:20 +0000 2018,0.3612,0.2,0.8,0.0,15,"The Marines ease tattoo rules, the strictest in the military https://t.co/9DctYdv5ZY"
@FoxNews,Mon Apr 02 23:31:01 +0000 2018,-0.8442,0.0,0.701,0.299,16,"Mary Ann Mendoza, whose son was killed by an illegal immigrant: “Our politicians don’t have to negotiate or offer a… https://t.co/wnOY9R5s35"
@FoxNews,Mon Apr 02 23:17:29 +0000 2018,0.4404,0.302,0.698,0.0,17,Stoneman Douglas students return to class mandatory carrying clear backpacks https://t.co/arcZRqMaEb
@FoxNews,Mon Apr 02 23:07:57 +0000 2018,0.5574,0.247,0.753,0.0,18,Kathy Griffin wants audiences to laugh off her infamous Trump photo https://t.co/8tKPI1wDsz
@FoxNews,Mon Apr 02 22:54:58 +0000 2018,0.5719,0.439,0.561,0.0,19,.@RobGronkowski fulfills heart transplant patient's 'one wish' https://t.co/QqA7uVAXEy
@FoxNews,Mon Apr 02 22:48:42 +0000 2018,0.0,0.0,1.0,0.0,20,"Amb. Geronimo Gutierrez: ""[NAFTA] needs updating and modernizing and that's why we're focusing, with the U.S. and o… https://t.co/jQqfHqzF1L"
@FoxNews,Mon Apr 02 22:38:38 +0000 2018,0.3034,0.183,0.817,0.0,21,EXCLUSIVE: @usairforce veteran sues after being pulled from ceremony mid-speech https://t.co/qU6Q1abWJ9
@FoxNews,Mon Apr 02 22:35:50 +0000 2018,0.7964,0.288,0.712,0.0,22,"""It is in our own interest to have a secure border in our southern border and we're also in favor of having a secur… https://t.co/thC7Hy2H8W"
@FoxNews,Mon Apr 02 22:27:20 +0000 2018,0.6597,0.231,0.769,0.0,23,"""We certainly understand the concern not only that President #Trump has, but people in the United States here have,… https://t.co/SPRGz2QPT8"
@FoxNews,Mon Apr 02 22:16:49 +0000 2018,0.7506,0.303,0.697,0.0,24,"""Mexico's migration policy is to seek that any migration is legal, safe, orderly, and respectful of basic human rig… https://t.co/sClLUdlb2R"
@FoxNews,Mon Apr 02 22:07:44 +0000 2018,0.0,0.0,1.0,0.0,25,.@Schwarzenegger made his first public statement after undergoing heart surgery on Thursday.… https://t.co/odToWzLrBl
@FoxNews,Mon Apr 02 22:00:19 +0000 2018,0.0,0.0,1.0,0.0,26,"#Trump suggested @WhiteHouse as potential venue for possible Putin meeting, White House says https://t.co/YYwbgwx7Ue"
@FoxNews,Mon Apr 02 21:56:50 +0000 2018,-0.8271,0.0,0.588,0.412,27,Mother of 3 whose cancer was dismissed as 'breastfeeding pain' dies from disease https://t.co/glPWq6G4ie
@FoxNews,Mon Apr 02 21:47:00 +0000 2018,-0.2263,0.0,0.734,0.266,28,"Oklahoma, Kentucky teachers strike for higher pay, education funding https://t.co/EVREGrqOLm"
@FoxNews,Mon Apr 02 21:40:38 +0000 2018,0.4491,0.172,0.828,0.0,29,".@JesseBWatters: “I support both walkouts…It was very easy to walk out a couple weeks ago, but to walk out on a pro… https://t.co/CNfn97b9o4"
@FoxNews,Mon Apr 02 21:31:52 +0000 2018,0.0,0.0,1.0,0.0,30,Radio host Howie Carr explores some of the unanswered questions of the Chappaquiddick incident and Ted Kennedy's co… https://t.co/omk9MKe1zm
@FoxNews,Mon Apr 02 21:15:51 +0000 2018,-0.8807,0.0,0.649,0.351,31,".@kimguilfoyle: “@POTUS didn’t kill DACA…I think the Democrats killed it, and people who were too entrenched in the… https://t.co/h8ZaWitS9w"
@FoxNews,Mon Apr 02 21:12:30 +0000 2018,-0.5423,0.0,0.829,0.171,32,"JUST IN: Rep. Elizabeth Esty, D-Conn., won't seek re-election amid backlash over her handling of harassment case https://t.co/ZkWdMhgFTz"
@FoxNews,Mon Apr 02 21:10:23 +0000 2018,0.5719,0.19,0.81,0.0,33,"""We're making improvements. We're going to try to get that [border] wall laid down and add to the border security s… https://t.co/U703jtRZEX"
@FoxNews,Mon Apr 02 20:59:18 +0000 2018,0.3612,0.185,0.815,0.0,34,"EPA's Pruitt plans to ease Obama-era automobile emissions standards - via @brookefoxnews 
https://t.co/z5vUHMlF71"
@FoxNews,Mon Apr 02 20:58:11 +0000 2018,-0.5267,0.0,0.764,0.236,35,'Flame of Hate': @VicenteFoxQue Unleashes Tweetstorm at #Trump Over Immigration-NAFTA Threat https://t.co/YS0rWMjmKi
@FoxNews,Mon Apr 02 20:54:34 +0000 2018,0.8481,0.326,0.674,0.0,36,".@dianne_jacob: ""I am proud to be an American and I'm proud to welcome immigrants into this country who come to Ame… https://t.co/J0VpLaRzS3"
@FoxNews,Mon Apr 02 20:47:58 +0000 2018,0.0,0.0,1.0,0.0,37,BREAKING: #Trump administration sues California over federal land sales https://t.co/qIsZuWiPwZ
@FoxNews,Mon Apr 02 20:47:09 +0000 2018,0.3818,0.126,0.874,0.0,38,".@dianne_jacob: ""Let's be clear: This is about people that are coming into our country illegally and they're breaki… https://t.co/sI7Xfd3LBf"
@FoxNews,Mon Apr 02 20:44:00 +0000 2018,-0.8176,0.0,0.615,0.385,39,"MS-13 gang member pleads guilty to 'catfishing' murder of boy, 15, in Massachusetts https://t.co/YSdwlIH2sQ"
@FoxNews,Mon Apr 02 20:38:02 +0000 2018,0.0258,0.181,0.645,0.174,40,Injured hunter rescued after guiding helicopter to location in dense forest https://t.co/yUOgOZGjtJ
@FoxNews,Mon Apr 02 20:31:34 +0000 2018,0.0,0.0,1.0,0.0,41,"RT @FoxBusiness: Watch LIVE: As @SpaceX launches the Falcon 9 rocket from Kennedy Space Center in Cape Canaveral, Florida. [Courtesy: NASA…"
@FoxNews,Mon Apr 02 20:25:11 +0000 2018,-0.3818,0.0,0.909,0.091,42,RT @FoxBusiness: AT THE CLOSE: 28 of the Dow 30 stocks ended in the red. The S&amp;P 500 closed at its lowest level since mid-November. The Nas…
@FoxNews,Mon Apr 02 20:06:00 +0000 2018,-0.7783,0.0,0.562,0.438,43,Bomb scare at Illinois airport caused by laptop with connected hard drive https://t.co/sNE9bKq1I8
@FoxNews,Mon Apr 02 20:00:16 +0000 2018,0.0,0.0,1.0,0.0,44,"SPRING BLOOM: Cherry blossoms in Washington, D.C., have started blooming along the city's tidal basin. https://t.co/ydxIG82hHv"
@FoxNews,Mon Apr 02 19:56:06 +0000 2018,-0.296,0.0,0.896,0.104,45,".@PressSec on @POTUS, DACA: “He wanted to see something get done and Democrats refused to actually put something on… https://t.co/GxAuJZ5847"
@FoxNews,Mon Apr 02 19:46:11 +0000 2018,0.0,0.0,1.0,0.0,46,"Venus' clouds could host extraterrestrial life, researchers say https://t.co/KH66YZWZGJ"
@FoxNews,Mon Apr 02 19:35:00 +0000 2018,0.0,0.0,1.0,0.0,47,"Airport pays $7,500 for dog to chase away birds on runway https://t.co/qYdUMF1k6h"
@FoxNews,Mon Apr 02 19:29:08 +0000 2018,0.5574,0.265,0.735,0.0,48,Supreme Court sides with officer in Arizona police shooting case https://t.co/rNymai2YgY
@FoxNews,Mon Apr 02 19:22:38 +0000 2018,0.1027,0.149,0.851,0.0,49,Police legally seizing guns under 'red flag' laws https://t.co/dz3yqfXOMw
@FoxNews,Mon Apr 02 19:11:22 +0000 2018,-0.5859,0.126,0.63,0.244,50,Fired FBI Deputy Director Andrew McCabe to stop taking online donations for legal defense fund after collecting mor… https://t.co/Igxe9dA7I7
@FoxNews,Mon Apr 02 19:09:55 +0000 2018,0.0,0.0,1.0,0.0,51,"Spike, a service dog-in-training, makes his debut at Fox News HQ. Check out his first appearance on the set of… https://t.co/K3OEyKudcM"
@FoxNews,Mon Apr 02 18:56:44 +0000 2018,0.0,0.0,1.0,0.0,52,SpaceX set to launch resupply mission to the International Space Station (@FoxNewsTech) https://t.co/lChrLXTLkA
@FoxNews,Mon Apr 02 18:47:00 +0000 2018,-0.4576,0.0,0.824,0.176,53,".@LeonHWolf: ""@TheDemocrats are running almost entirely on being anti-Trump. I think they're really hurting themsel… https://t.co/b2sQUjM9gp"
@FoxNews,Mon Apr 02 18:41:41 +0000 2018,-0.8176,0.0,0.615,0.385,54,"MS-13 gang member pleads guilty to 'catfishing' murder of boy, 15, in Massachusetts https://t.co/2U5aGOjYnE"
@FoxNews,Mon Apr 02 18:35:04 +0000 2018,-0.6908,0.0,0.695,0.305,55,.@katyperry shows off her Jesus tattoo on Easter as battle with nun rages on https://t.co/oKbpBXii98
@FoxNews,Mon Apr 02 18:17:28 +0000 2018,0.4215,0.196,0.714,0.089,56,OPINION: Repeal the Second Amendment? At least it's an honest demand (via @FoxNewsOpinion) https://t.co/6eGNxNPwDQ
@FoxNews,Mon Apr 02 18:16:07 +0000 2018,0.0,0.0,1.0,0.0,57,RT @dailybriefing: You watching? We have an extra-special guest coming up on our show today... #TheDailySpike @FoxNews https://t.co/NR9YtGJ…
@FoxNews,Mon Apr 02 18:15:11 +0000 2018,0.0,0.0,1.0,0.0,58,"Meghan Markle ended first marriage to Trevor Engelson 'out of the blue,' new book claims https://t.co/W4AO9VDaRJ"
@FoxNews,Mon Apr 02 18:12:21 +0000 2018,-0.6662,0.0,0.818,0.182,59,RT @EricShawnTV: At the Israel-Gaza border: Protestors or terrorists? Or are there both? Listen to my #Podcast on the #FoxNewsRundown @FoxN…
@FoxNews,Mon Apr 02 18:11:12 +0000 2018,0.1779,0.124,0.876,0.0,60,Trump rips Amazon for forcing closure of stores 'all over the country' https://t.co/LE4RZdZR7K
@FoxNews,Mon Apr 02 18:09:07 +0000 2018,-0.7717,0.0,0.767,0.233,61,RT @FoxBusiness: #StockAlert: The Dow Jones Industrial Average is down more than 600 points as fears of a trade war between the U.S. and Ch…
@FoxNews,Mon Apr 02 18:03:57 +0000 2018,-0.0516,0.0,0.943,0.057,62,RT @dailybriefing: Spike showing off his new trick as we wait for the 2pm to begin #DailyBriefing #TheDailySpike @DanaPerino @FoxNews https…
@FoxNews,Mon Apr 02 18:03:16 +0000 2018,0.0,0.0,1.0,0.0,63,Kremlin says President Trump invited Putin to White House https://t.co/lCCFbu9fFP
@FoxNews,Mon Apr 02 18:02:35 +0000 2018,-0.3818,0.0,0.843,0.157,64,Pregnant woman upset with Disney Cruise Line after family escorted out by armed officer https://t.co/ZV7dsJKMWs
@FoxNews,Mon Apr 02 17:37:14 +0000 2018,-0.5106,0.0,0.784,0.216,65,Teens snort condoms then pull them through mouths in disturbing new trend https://t.co/3dzU0Wjq8v
@FoxNews,Mon Apr 02 17:24:03 +0000 2018,0.0,0.0,1.0,0.0,66,"A Florida man thought there was an “intruder” in his backyard pool, but found out the “suspect” he was looking for… https://t.co/dtSYg69fpR"
@FoxNews,Mon Apr 02 17:22:24 +0000 2018,-0.6597,0.0,0.694,0.306,67,Jim Kelly takes first steps since grueling 12-hour cancer surgery https://t.co/xG1mBwtzTA
@FoxNews,Mon Apr 02 17:04:53 +0000 2018,0.0,0.0,1.0,0.0,68,"A motorist captured the moment a band of wild horses ran across a road in Maricopa, Arizona. https://t.co/gTlpZeFaio"
@FoxNews,Mon Apr 02 17:01:56 +0000 2018,0.0,0.0,1.0,0.0,69,"First Lady Melania Trump finishes reading a book called ""You!"" to a group of children during the annual White House… https://t.co/o3fhkMUsCL"
@FoxNews,Mon Apr 02 16:44:24 +0000 2018,-0.8689,0.0,0.57,0.43,70,Breaking News: 'Affluenza teen' Ethan Couch released from jail years after drunk driving wreck killed 4 https://t.co/FcL0rkkfhZ
@FoxNews,Mon Apr 02 16:28:09 +0000 2018,-0.8074,0.0,0.578,0.422,71,.@alicecooper opens up about mock execution stunt that nearly killed him https://t.co/ZGaL1uasUg
@FoxNews,Mon Apr 02 16:17:21 +0000 2018,-0.3818,0.126,0.659,0.214,72,Huge World War II shipwreck raised from the depths in massive salvage operation https://t.co/1KUMk3YfAE
@FoxNews,Mon Apr 02 16:15:32 +0000 2018,-0.2023,0.0,0.899,0.101,73,Snow covers the field at Yankee Stadium. The @Yankees’s home opener was postponed due to weather. https://t.co/fyVpU7Xzao
@FoxNews,Mon Apr 02 16:07:37 +0000 2018,0.0,0.0,1.0,0.0,74,"Trump blasts 'Justice' Department and FBI for 'slow walking' document production to Congress - via @brookefoxnews 
https://t.co/Bds86O5kzu"
@FoxNews,Mon Apr 02 16:02:27 +0000 2018,-0.3818,0.0,0.843,0.157,75,Pregnant woman upset with Disney Cruise Line after family escorted out by armed officer https://t.co/3xuR4VG2i9
@FoxNews,Mon Apr 02 16:00:45 +0000 2018,0.0,0.0,1.0,0.0,76,DOW Down Triple Digits https://t.co/TXU9jNglhD
@FoxNews,Mon Apr 02 15:43:25 +0000 2018,0.0,0.0,1.0,0.0,77,".@Richardafowler: “When it comes to this dreamer thing, Democrats have been willing to negotiate with the president… https://t.co/Iat1rSohC4"
@FoxNews,Mon Apr 02 15:37:21 +0000 2018,-0.1027,0.0,0.896,0.104,78,"Facebook and Google are 'too big,' could be dismantled, French president warns https://t.co/hjIyiHAgTA"
@FoxNews,Mon Apr 02 15:27:47 +0000 2018,0.0,0.0,1.0,0.0,79,"Trump suggested White House as potential venue for possible Putin meeting, White House says - via @brookefoxnews 
https://t.co/USN9yJdHbL"
@FoxNews,Mon Apr 02 15:18:39 +0000 2018,0.0,0.0,1.0,0.0,80,President @realDonaldTrump raises the arm of the Easter Bunny as they appear together on the South Portico of the W… https://t.co/2YbnDjMmhb
@FoxNews,Mon Apr 02 15:15:31 +0000 2018,0.0,0.0,1.0,0.0,81,DOW Down 300+ Points https://t.co/cXasM43dat
@FoxNews,Mon Apr 02 15:05:20 +0000 2018,-0.4588,0.0,0.842,0.158,82,"After Confederate statue controversy, cities move to tear down monuments seen as offensive to Native Americans https://t.co/GPQsIz90DB"
@FoxNews,Mon Apr 02 14:57:35 +0000 2018,0.0,0.0,1.0,0.0,83,WATCH: @POTUS delivers remarks at the annual @WhiteHouse Easter Egg Roll https://t.co/ozscw0xerv
@FoxNews,Mon Apr 02 14:53:08 +0000 2018,0.0,0.0,1.0,0.0,84,".@HuntsmanAbby Catches Up With New Mom and Dad, @EricTrump &amp; @LaraLeaTrump, at @WhiteHouse Easter Egg Roll https://t.co/2TEl6yGgeY"
@FoxNews,Mon Apr 02 14:50:54 +0000 2018,0.0,0.0,1.0,0.0,85,.@POTUS: “The funding of our military was so important.” https://t.co/KYcWvRU1c2
@FoxNews,Mon Apr 02 14:46:54 +0000 2018,0.3612,0.102,0.898,0.0,86,.@POTUS: “Our country is doing great…We have never had an economy like we have right now and we're going to make it… https://t.co/CPTam53C1g
@FoxNews,Mon Apr 02 14:33:48 +0000 2018,0.0,0.0,1.0,0.0,87,.@WhiteHouse holds annual Easter Egg Roll https://t.co/39Br1zxB8s
@FoxNews,Mon Apr 02 14:29:17 +0000 2018,-0.6486,0.0,0.807,0.193,88,"JUST IN: Winnie Mandela, South African anti-apartheid campaigner and former wife of Nelson Mandela, dead at 81, Fox… https://t.co/TTLPNzaVHw"
@FoxNews,Mon Apr 02 14:28:57 +0000 2018,0.0,0.0,1.0,0.0,89,President @realDonaldTrump &amp; @FLOTUS host the @WhiteHouse Easter Egg Roll https://t.co/C46yH73W5D https://t.co/m9CpMXFomY
@FoxNews,Mon Apr 02 14:12:17 +0000 2018,0.0,0.0,1.0,0.0,90,.@POTUS calls on Republicans to use 'nuclear option' for border legislation https://t.co/paIfFrYjzo
@FoxNews,Mon Apr 02 14:01:45 +0000 2018,0.0,0.0,1.0,0.0,91,.@KatiePavlich: “The president is right about wanting to bolster border security.” https://t.co/Wjb44hTqzs
@FoxNews,Mon Apr 02 13:56:18 +0000 2018,0.25,0.171,0.724,0.105,92,"Boy, 13, found alive after falling into Los Angeles drainage ditch 'maze' https://t.co/wxYcuayHY7"
@FoxNews,Mon Apr 02 13:25:09 +0000 2018,-0.3818,0.0,0.794,0.206,93,"'Affluenza' teen's release 'grave injustice,' MADD president says (via @RyanGaydos) https://t.co/FcL0rkkfhZ"
@FoxNews,Mon Apr 02 13:20:13 +0000 2018,0.0,0.0,1.0,0.0,94,RT @FoxBusiness: ‘Roseanne’ reboot could upend left-wing dogma in Hollywood https://t.co/6yaRM0ECJU
@FoxNews,Mon Apr 02 13:19:56 +0000 2018,0.0,0.0,1.0,0.0,95,"RT @FoxBusiness: Prince Harry, Meghan Markle’s royal wedding could cost $45M https://t.co/RTDZcsNlHL"
@FoxNews,Mon Apr 02 13:17:40 +0000 2018,0.6124,0.333,0.667,0.0,96,Frank Stallone apologizes for profanity-laced tweet directed toward Parkland shooting survivor https://t.co/zYnXvnGwSC
@FoxNews,Mon Apr 02 13:02:04 +0000 2018,0.0,0.0,1.0,0.0,97,.@EricTrump on @foxandfriends: “People have jobs once again…People in this country are happy.” https://t.co/vcDU3ff5ug
@FoxNews,Mon Apr 02 12:48:28 +0000 2018,-0.8074,0.0,0.622,0.378,98,"Ella Fitzgerald and Marilyn Monroe bonded after suffering from abusive childhoods, book claims https://t.co/xpnB9xFsQE"
