News Outlet,Date,Compound,Positive,Neutral,Negative,Tweet Count,Tweet Text
@CBS,Tue Mar 20 16:52:42 +0000 2018,0.5562,0.174,0.826,0.0,33,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
@CBS,Tue Mar 20 16:11:00 +0000 2018,0.0,0.0,1.0,0.0,34,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
@CBS,Mon Mar 19 21:02:26 +0000 2018,0.7845,0.309,0.619,0.072,35,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
@CBS,Sun Mar 18 23:44:30 +0000 2018,0.0,0.0,1.0,0.0,36,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
@CBS,Sun Mar 18 18:05:43 +0000 2018,0.6514,0.213,0.787,0.0,37,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
@CBS,Sun Mar 18 17:09:53 +0000 2018,0.1867,0.08,0.92,0.0,38,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
@CBS,Sat Mar 17 19:00:02 +0000 2018,0.0,0.0,1.0,0.0,39,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
@CBS,Sat Mar 17 17:42:43 +0000 2018,0.6166,0.161,0.839,0.0,40,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
@CBS,Sat Mar 17 14:00:03 +0000 2018,0.7096,0.247,0.753,0.0,41,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
@CBS,Fri Mar 16 22:53:21 +0000 2018,0.296,0.104,0.896,0.0,42,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
@CBS,Fri Mar 16 18:15:53 +0000 2018,0.0,0.0,1.0,0.0,43,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
@CBS,Fri Mar 16 16:28:40 +0000 2018,0.6514,0.178,0.822,0.0,44,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
@CBS,Thu Mar 15 17:54:06 +0000 2018,0.7088,0.237,0.763,0.0,45,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
@CBS,Thu Mar 15 17:20:26 +0000 2018,-0.4939,0.077,0.766,0.157,46,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
@CBS,Thu Mar 15 16:42:41 +0000 2018,0.6514,0.194,0.806,0.0,47,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
@CBS,Thu Mar 15 14:32:16 +0000 2018,0.6115,0.266,0.734,0.0,48,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
@CBS,Wed Mar 14 19:30:01 +0000 2018,0.6696,0.219,0.781,0.0,49,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
@CBS,Tue Mar 13 18:48:52 +0000 2018,0.3612,0.143,0.857,0.0,50,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
@CBS,Tue Mar 13 14:15:10 +0000 2018,0.539,0.179,0.821,0.0,51,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
@CBS,Mon Mar 12 18:13:28 +0000 2018,0.2244,0.083,0.917,0.0,52,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
@CBS,Mon Mar 12 01:20:43 +0000 2018,0.0,0.0,1.0,0.0,53,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
@CBS,Fri Mar 09 22:48:26 +0000 2018,0.4926,0.117,0.883,0.0,54,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
@CBS,Fri Mar 09 22:24:20 +0000 2018,0.1275,0.113,0.795,0.092,55,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
@CBS,Fri Mar 09 21:10:21 +0000 2018,0.4215,0.177,0.823,0.0,56,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
@CBS,Fri Mar 09 18:27:28 +0000 2018,0.8658,0.447,0.553,0.0,57,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
@CBS,Fri Mar 09 16:02:27 +0000 2018,0.0,0.0,1.0,0.0,58,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
@CBS,Thu Mar 08 18:00:49 +0000 2018,0.8625,0.336,0.664,0.0,59,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
@CBS,Thu Mar 08 17:03:04 +0000 2018,0.4926,0.132,0.868,0.0,60,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
@CBS,Wed Mar 07 18:39:10 +0000 2018,-0.2023,0.15,0.619,0.23,61,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
@CBS,Wed Mar 07 17:06:02 +0000 2018,0.0,0.0,1.0,0.0,62,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
@CBS,Tue Mar 06 18:10:59 +0000 2018,0.6705,0.244,0.756,0.0,63,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
@CBS,Mon Mar 05 22:16:43 +0000 2018,0.3818,0.167,0.833,0.0,64,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
@CBS,Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.884,0.0,65,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
@CBS,Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,1.0,0.0,66,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
@CBS,Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.753,0.0,67,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
@CBS,Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.718,0.0,68,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
@CBS,Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.849,0.0,69,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
@CBS,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.79,0.21,70,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
@CBS,Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.749,0.092,71,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
@CBS,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.462,0.0,72,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
@CBS,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.615,0.151,73,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
@CBS,Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.822,0.0,74,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
@CBS,Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.675,0.0,75,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
@CBS,Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.725,0.0,76,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
@CBS,Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,1.0,0.0,77,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
@CBS,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,1.0,0.0,78,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
@CBS,Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,1.0,0.0,79,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
@CBS,Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.884,0.0,80,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
@CBS,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.848,0.0,81,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
@CBS,Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,1.0,0.0,82,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
@CBS,Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,1.0,0.0,83,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
@CBS,Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.895,0.0,84,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…"
@CBS,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.734,0.0,85,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
@CBS,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.571,0.0,86,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…
@CBS,Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.816,0.184,87,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
@CBS,Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,1.0,0.0,88,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
@CBS,Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,1.0,0.0,89,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
@CBS,Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.769,0.0,90,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…"
@CBS,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0,91,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
@CBS,Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0,92,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
@CBS,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.845,0.0,93,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…
@CBS,Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,1.0,0.0,94,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
@CBS,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,1.0,0.0,95,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
@CBS,Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.752,0.0,96,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…"
@CBS,Tue Feb 20 19:55:19 +0000 2018,0.4404,0.116,0.884,0.0,97,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…"
@CBS,Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.881,0.119,98,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…"
@CBS,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.872,0.0,99,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v
@CBS,Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.773,0.0,100,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB"
@CNN,Tue Apr 03 01:46:02 +0000 2018,0.0,0.0,1.0,0.0,1,"A dingy, old painting found in an Iowa art gallery's closet turns out to be the work of a 16th-century Dutch master… https://t.co/lwmWxdjL7N"
@CNN,Tue Apr 03 01:41:04 +0000 2018,-0.1027,0.0,0.903,0.097,2,A coal power company files for bankruptcy and asks President Trump for a bailout https://t.co/ju4AXFbI7b https://t.co/7ylHVUfAz8
@CNN,Tue Apr 03 01:38:06 +0000 2018,0.34,0.124,0.876,0.0,3,"Survivors of a school shooting in Parkland, Florida, returned from spring break to new security measures -- includi… https://t.co/LI2iLBqxzy"
@CNN,Tue Apr 03 01:36:53 +0000 2018,-0.2732,0.086,0.79,0.124,4,"RT @AC360: They ""look like the bar scene in Star Wars"" Former Obama White House Chief of Staff Leon Panetta on President Trump's choice of…"
@CNN,Tue Apr 03 01:34:08 +0000 2018,0.0,0.0,1.0,0.0,5,"The White House is ""looking into"" embattled EPA Administrator Scott Pruitt's housing situation amid reports that he… https://t.co/iyae5nvbbu"
@CNN,Tue Apr 03 01:31:09 +0000 2018,0.0516,0.171,0.671,0.159,6,Winnie Madikizela-Mandela reveals South Africa's uncomfortable truths | By Kevin Bloom via @CNNOpinion… https://t.co/IaJjfOLJK7
@CNN,Tue Apr 03 01:28:00 +0000 2018,-0.4215,0.08,0.745,0.176,7,A Cleveland fertility clinic is facing dozens of legal actions after failure of a cryopreservation tank containing… https://t.co/npfuQvCeQC
@CNN,Tue Apr 03 01:23:46 +0000 2018,0.1531,0.127,0.773,0.1,8,Dating app Grindr says it will stop sharing the HIV status of its users with other companies https://t.co/J4Ncf5G0Kx https://t.co/ezWSXB46wZ
@CNN,Tue Apr 03 01:10:07 +0000 2018,0.0,0.0,1.0,0.0,9,John Oliver compares Sinclair news anchors to “members of a brainwashed cult” https://t.co/5Nu0JMbYtT https://t.co/0kNPCmZEDe
@CNN,Tue Apr 03 01:03:14 +0000 2018,-0.4588,0.0,0.85,0.15,10,"President Trump's tweets this weekend attacked:

■ The news media, except for Fox News and Sinclair Broadcast Group… https://t.co/qnOwchRCI0"
@CNN,Tue Apr 03 01:01:09 +0000 2018,-0.0478,0.149,0.693,0.159,11,President Trump's latest dog whistle on immigration is more like a scream | Analysis by @CillizzaCNN… https://t.co/5d5mzDA7dT
@CNN,Tue Apr 03 00:51:02 +0000 2018,-0.4404,0.0,0.818,0.182,12,Sinclair tells stations to air media-bashing promos — and the criticism goes viral https://t.co/dyZP1g6g4z https://t.co/2ev2q7heAB
@CNN,Tue Apr 03 00:43:07 +0000 2018,0.0,0.0,1.0,0.0,13,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/2OTBqYvRyF"
@CNN,Tue Apr 03 00:38:04 +0000 2018,0.0,0.0,1.0,0.0,14,"Winnie Madikizela-Mandela, the South African anti-apartheid campaigner and former wife of the late President Nelson… https://t.co/XwFyzlLOeP"
@CNN,Tue Apr 03 00:33:33 +0000 2018,0.5106,0.155,0.845,0.0,15,Keeping Them Honest: What triggered President Trump's weekend Twitter tirade? Was it the company he was keeping at… https://t.co/ity17j0xw3
@CNN,Tue Apr 03 00:27:03 +0000 2018,-0.3818,0.0,0.88,0.12,16,"56 cases of severe bleeding in Illinois, including two deaths, have been tied to synthetic cannabinoids -- often ca… https://t.co/m2o15n47Lj"
@CNN,Tue Apr 03 00:22:03 +0000 2018,0.0,0.0,1.0,0.0,17,The Trump administration has announced several changes for Medicare plans aimed at increasing competition and reduc… https://t.co/LLYcOf1E1l
@CNN,Tue Apr 03 00:18:50 +0000 2018,0.0,0.0,1.0,0.0,18,RT @betsy_klein: 🙋🐰 hop on over to the @CNN Instagram story for more from me on #EggRoll2018 https://t.co/FKciIlEIlP
@CNN,Tue Apr 03 00:10:23 +0000 2018,0.0,0.0,1.0,0.0,19,The bunny who stole the show at the 140th White House Easter Egg Roll https://t.co/5ro9OVOeaG https://t.co/TJ1xfDW2YS
@CNN,Tue Apr 03 00:05:20 +0000 2018,0.0,0.0,1.0,0.0,20,The DOJ has announced it will evaluate immigration judges on how many cases they close and how fast they hear cases… https://t.co/9QXJVouvlM
@CNN,Mon Apr 02 23:44:07 +0000 2018,-0.4404,0.0,0.837,0.163,21,"CNN's @ErinBurnett: ""The President talks the tough talk on firing. But when it comes down to it, he isn't saying th… https://t.co/yRkBi4aPUh"
@CNN,Mon Apr 02 23:37:00 +0000 2018,-0.8271,0.0,0.712,0.288,22,"RT @OutFrontCNN: ""It's not a dog whistle. It's a foghorn. ... It's simply racist to say that people are stealing our country."" - Democratic…"
@CNN,Mon Apr 02 23:36:49 +0000 2018,0.1531,0.118,0.882,0.0,23,4 groups that are warming up to Donald Trump | Analysis by @CillizzaCNN https://t.co/XlCSBzqcHD https://t.co/bNatECK1LM
@CNN,Mon Apr 02 23:23:50 +0000 2018,0.0,0.0,1.0,0.0,24,"""Is this America's new face to the world?"" asks Ruth Ben-Ghiat, writing via @CNNOpinion about this photo of White H… https://t.co/emYfkdkufe"
@CNN,Mon Apr 02 23:16:35 +0000 2018,-0.1027,0.07,0.841,0.089,25,A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcas… https://t.co/AjDkPaplrX
@CNN,Mon Apr 02 23:14:23 +0000 2018,-0.1779,0.0,0.904,0.096,26,Trump is obsessed with going 'nuclear' in the Senate | Analysis by CNN's Z. Byron Wolf https://t.co/ILKDLi4fWQ https://t.co/zP0OaZKdvk
@CNN,Mon Apr 02 22:58:38 +0000 2018,0.4019,0.137,0.863,0.0,27,"Roger Stone's potential ties to WikiLeaks and its founder, Julian Assange, are being investigated by special counse… https://t.co/wRd2OcAxi1"
@CNN,Mon Apr 02 22:47:29 +0000 2018,0.296,0.104,0.896,0.0,28,Intel shares dipped several percentage points on a report that Apple plans to start making its own processors for M… https://t.co/6jtXt1rfpS
@CNN,Mon Apr 02 22:39:11 +0000 2018,0.2023,0.096,0.904,0.0,29,President Trump has nominated Justin Muzinich as the Treasury Department's deputy secretary. He will serve as Treas… https://t.co/P5ptl6e76M
@CNN,Mon Apr 02 22:34:24 +0000 2018,-0.1779,0.0,0.898,0.102,30,"California's attorney general sued Sutter Health, accusing the hospital giant of illegally quashing competition and… https://t.co/OX5B6cII9E"
@CNN,Mon Apr 02 22:34:11 +0000 2018,0.0,0.0,1.0,0.0,31,"RT @CNNSitRoom: If President Trump pulls the US out of Syria, he will “pay a price ... from a history’s point of view,” former CIA Director…"
@CNN,Mon Apr 02 22:31:21 +0000 2018,0.0,0.0,1.0,0.0,32,The Environment Protection Agency wants to give automakers a break on emissions rules established under the Obama A… https://t.co/pHrCejgpAI
@CNN,Mon Apr 02 22:17:46 +0000 2018,0.5921,0.203,0.797,0.0,33,"Wall Street is sending President Trump a message: Don't start a trade war. And lay off Amazon, one of the most impo… https://t.co/d53hoXQ0KQ"
@CNN,Mon Apr 02 22:14:22 +0000 2018,-0.25,0.074,0.814,0.112,34,"RT @CNNSitRoom: After President Trump called the DOJ and FBI an embarrassment to our country, Rep. Castro says he’s surprised that Jeff Ses…"
@CNN,Mon Apr 02 22:00:39 +0000 2018,0.0,0.0,1.0,0.0,35,How office buildings are reducing their carbon footprint https://t.co/wpTo0rT1Re https://t.co/f5BnMN5Sov
@CNN,Mon Apr 02 21:58:36 +0000 2018,-0.6369,0.0,0.802,0.198,36,The National Institute on Alcohol Abuse and Alcoholism is coming under scrutiny over communications with the alcoho… https://t.co/7iQzWF9C64
@CNN,Mon Apr 02 21:50:33 +0000 2018,0.6249,0.242,0.758,0.0,37,The Trump administration is reconsidering its proposal to sharply increase entry fees at some popular national park… https://t.co/5unIjFba2q
@CNN,Mon Apr 02 21:47:17 +0000 2018,-0.7096,0.0,0.742,0.258,38,RT @TheLeadCNN: Sinclair responds to criticism of their media-bashing promos that TV anchors were forced to read https://t.co/f3NrQGtVBK ht…
@CNN,Mon Apr 02 21:41:06 +0000 2018,0.1027,0.126,0.766,0.108,39,One day after Vermont lawmakers approved sweeping gun control measures that include limits on the size of magazines… https://t.co/d0ala3G2qY
@CNN,Mon Apr 02 21:31:05 +0000 2018,0.0,0.0,1.0,0.0,40,Democratic Rep. Elizabeth Esty announces she is not seeking re-election after revelations that she kept her chief o… https://t.co/IyJfBqMiuC
@CNN,Mon Apr 02 21:26:12 +0000 2018,0.0,0.0,1.0,0.0,41,"RT @TheLeadCNN: Dem. Senator Mazie Hirono calls President Trump's suggestion to pull US troops out of Syria another example of his ""incoher…"
@CNN,Mon Apr 02 21:23:04 +0000 2018,-0.1027,0.0,0.931,0.069,42,The White House says a new immigration push is coming as President Trump posts a string of tweets pushing a hard li… https://t.co/OK9Gv0UIgL
@CNN,Mon Apr 02 21:15:51 +0000 2018,0.0,0.0,1.0,0.0,43,Democratic Rep. Elizabeth Esty announces she is not seeking re-election after revelations that she kept her chief o… https://t.co/1Q9XuyMgg7
@CNN,Mon Apr 02 21:06:12 +0000 2018,0.0,0.0,1.0,0.0,44,CNN has learned that the US military is discussing sending more troops to Syria; US President Trump remarked last T… https://t.co/MsQvMGNVkj
@CNN,Mon Apr 02 21:03:01 +0000 2018,0.0,0.0,1.0,0.0,45,Elizabeth Esty just bowed to the inevitable | Analysis by @CillizzaCNN https://t.co/5X8xQd1n9A https://t.co/Q5GbV1PgS9
@CNN,Mon Apr 02 21:00:30 +0000 2018,0.0,0.0,1.0,0.0,46,"A Democratic candidate in Kentucky said she will pull her campaign ads from a local Sinclair station, and called on… https://t.co/OKuTLtQHkK"
@CNN,Mon Apr 02 20:57:47 +0000 2018,0.0,0.0,1.0,0.0,47,"RT @TheLeadCNN: CNN has learned that the US military is discussing sending more troops to Syria, as Trump said last Thursday that the US wo…"
@CNN,Mon Apr 02 20:57:26 +0000 2018,0.2263,0.163,0.718,0.12,48,"The conservative majority is undermining worker protections from the 1930s, Justice Ruth Bader Ginsburg wrote, ""wit… https://t.co/iHkbwYngxo"
@CNN,Mon Apr 02 20:53:44 +0000 2018,0.3612,0.128,0.872,0.0,49,"RT @CNNnewsroom: Sinclair Broadcasting’s “fake news"" promo sounds ""a lot like pro-Trump anti-media messaging” says CNN’s @brianstelter http…"
@CNN,Mon Apr 02 20:51:44 +0000 2018,0.0,0.0,1.0,0.0,50,"If Trump really wanted a DACA deal, there'd be a DACA deal | Analysis by CNN's Gregory Krieg https://t.co/IPTcxApUSu https://t.co/hP4h2kjGKC"
@CNN,Mon Apr 02 20:49:16 +0000 2018,-0.7184,0.0,0.571,0.429,51,New York tightens gun restrictions for domestic abusers https://t.co/RHjSk55MQn https://t.co/e9RUJJJX70
@CNN,Mon Apr 02 20:36:00 +0000 2018,0.0,0.0,1.0,0.0,52,"A dingy, old painting found in an Iowa art gallery's closet turns out to be the work of a 16th-century Dutch master… https://t.co/OpnL196Rkr"
@CNN,Mon Apr 02 20:25:54 +0000 2018,0.0,0.0,1.0,0.0,53,President Trump puts hold on more than $200 million in Syria recovery funds https://t.co/UV71l7zsDf https://t.co/UIGBGCK6rK
@CNN,Mon Apr 02 20:24:42 +0000 2018,-0.7351,0.064,0.639,0.297,54,BREAKING: The Dow drops 459 points as trade tensions rise. Amazon loses 5% after Trump's Twitter attacks on the int… https://t.co/WwKMdPAiiu
@CNN,Mon Apr 02 20:11:50 +0000 2018,-0.34,0.0,0.888,0.112,55,"Amelia Gray Hamlin, the daughter of actors Lisa Rinna and Harry Hamlin, revealed on Instagram that she struggled wi… https://t.co/YlfOQR3mkX"
@CNN,Mon Apr 02 20:11:19 +0000 2018,0.0,0.0,1.0,0.0,56,"Pope Francis used his Easter Sunday address to call for ""reconciliation for the Holy Land,"" in an apparent referenc… https://t.co/kxDMzalVhT"
@CNN,Mon Apr 02 20:04:29 +0000 2018,-0.91,0.052,0.517,0.432,57,"RT @CNNMoney: Dow closes down 459 points on trade war fears, tech drop. Nasdaq sinks 2.7%. Amazon loses 5% after Trump attack. https://t.co…"
@CNN,Mon Apr 02 20:01:11 +0000 2018,0.5719,0.198,0.802,0.0,58,Pernilla Lindberg wins her first title at her 250th professional tournament -- and it's a major… https://t.co/pShnuskrXn
@CNN,Mon Apr 02 19:56:16 +0000 2018,0.0,0.0,1.0,0.0,59,"RT @CNNnewsroom: Our textbooks are so outdated they ""talk about going to your local librarian so they can talk to you about this new thing…"
@CNN,Mon Apr 02 19:54:20 +0000 2018,0.0,0.0,1.0,0.0,60,A lawyer for President Trump has begun the process of appealing last month's decision by a New York judge to allow… https://t.co/5N5V3yaEw6
@CNN,Mon Apr 02 19:52:49 +0000 2018,0.3182,0.113,0.887,0.0,61,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/NNBmMXOTrL
@CNN,Mon Apr 02 19:41:03 +0000 2018,-0.7391,0.0,0.659,0.341,62,"Losing MLK ""hurts all the time,"" but we fight on, Jesse Jackson says https://t.co/NUfuH4Chuc via @CNNOpinion https://t.co/QGS3mQzJal"
